id,visningsnamn,varumarke,kategori,bild_url,taggar
hogrevsfars-farsk-18--500g-ica,Högrevsfärs Färsk 18% 500g ICA,ICA,Egna bakelser & kondisbitar,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/316c13d0-f1ce-4ce9-abca-3f67c587bbab/500x500.jpg,"ica,högrevsfärs färsk 18% 500g ica"
tortilla-original-large-742g-12-p-santa-maria,Tortilla Original Large 742g 12-p Santa Maria,Santa Maria,Egna bakelser & kondisbitar,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/58d3cd2f-5f97-428d-a4e9-3caa1f602f83/500x500.jpg,"santa maria,tortilla original large 742g 12-p santa maria"
hamburgerost-cheddarsmak-200g-ica,Hamburgerost cheddarsmak 200g ICA,ICA,Egna bakelser & kondisbitar,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/ac669e9b-ac09-44ad-8404-d4a627afda65/500x500.jpg,"ica,hamburgerost cheddarsmak 200g ica"
proteinbar-proteinbar-pistage-45g-barebells,Proteinbar Proteinbar Pistage 45g Barebells,Barebells,Egna bakelser & kondisbitar,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/30bac862-8c48-41d3-8c5d-cd6eeba254da/500x500.jpg,"barebells,proteinbar proteinbar pistage 45g barebells"
batteri-aa-lr6-10-p-ica,Batteri AA/LR6 10-p ICA,ICA,Egna bakelser & kondisbitar,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/07c933ec-304a-4ea5-a1ee-d2b0f8b73c02/500x500.jpg,"ica,batteri aa/lr6 10-p ica"
easybake-chokladbiskvi-2-p-100g-easy-bake,Easybake Chokladbiskvi 2-p 100g Easy bake,Easybake,Egna bakelser & kondisbitar,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/0f21886d-02cd-4d46-88ea-f2ae3e37c98c/500x500.jpg,"easybake,chokladbiskvi 2-p 100g easy bake"
banan-eko-i-klase-klass-1-ica,Banan Eko i klase Klass 1 ICA,,Banan,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/2e73467c-cb62-420a-b208-8271d87d0c08/500x500.jpg,banan eko i klase klass 1 ica
banan-i-klase-ca-1kg-klass-1-ica,Banan i klase ca 1kg Klass 1 ICA,,Banan,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/013db87c-63d9-4bf4-a432-c70f955712e2/500x500.jpg,banan i klase ca 1kg klass 1 ica
fruktpase-banan-5kg,Fruktpåse Banan 5kg,,Banan,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/013db87c-63d9-4bf4-a432-c70f955712e2/500x500.jpg,fruktpåse banan 5kg
fruktpase-banan-ekologisk-5kg,Fruktpåse Banan Ekologisk 5kg,,Banan,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/2e73467c-cb62-420a-b208-8271d87d0c08/500x500.jpg,fruktpåse banan ekologisk 5kg
apple-merpack-1kg-klass-2-ica,Äpple Merpack 1kg Klass 2 ICA,ICA,Äpple,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/6a7a5fe6-57cc-4ec5-acd5-a39b617433f0/500x500.jpg,"ica,äpple merpack 1kg klass 2 ica"
apple-pink-lady-4-pack-klass-1-ica,Äpple Pink Lady 4-pack Klass 1 ICA,,Äpple,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/4d3bd0e8-992d-4f0b-9fa5-bb9bf7a31dd6/500x500.jpg,äpple pink lady 4-pack klass 1 ica
apple-royal-gala-4-pack-klass-1-ica,Äpple Royal Gala 4-pack Klass 1 ICA,ICA,Äpple,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/1602f11a-8a67-4ce3-9846-f3060fb1539a/500x500.jpg,"ica,äpple royal gala 4-pack klass 1 ica"
apple-granny-smith-4-pack-klass-1-ica,Äpple Granny Smith 4-pack Klass 1 ICA,ICA,Äpple,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/256b9cdf-80f6-4a04-8883-ead3d34e07a4/500x500.jpg,"ica,äpple granny smith 4-pack klass 1 ica"
apple-ingrid-4-pack-klass-2-ica,Äpple Ingrid 4-pack Klass 2 ICA,ICA,Äpple,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/75e53597-c206-4014-8754-b06d614d3f7e/500x500.jpg,"ica,äpple ingrid 4-pack klass 2 ica"
ica-i-love-eco-apple-royal-gala-eko-4-pack-klass-1-ica,ICA I love eco Äpple Royal Gala Eko 4-pack Klass 1 ICA,ICA I love eco,Äpple,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/accc1b99-15ce-4024-811f-a5f582a05a84/500x500.jpg,"ica i love eco,äpple royal gala eko 4-pack klass 1 ica"
apple-rubinola-4-pack-klass-1-ica,Äpple Rubinola 4-pack Klass 1 ICA,ICA,Äpple,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/ee111b35-40e9-4326-9aec-518d89c3e77d/500x500.jpg,"ica,äpple rubinola 4-pack klass 1 ica"
apple-frida-4-pack-klass-2-ica,Äpple Frida 4-pack Klass 2 ICA,ICA,Äpple,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/d21f8828-2186-440b-ad3d-504148144acb/500x500.jpg,"ica,äpple frida 4-pack klass 2 ica"
apple-1kg-klass-1-ica,Äpple 1kg Klass 1 ICA,ICA,Äpple,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/bb95bf52-d0d5-41a5-8acb-ef28ab6820b2/500x500.jpg,"ica,äpple 1kg klass 1 ica"
apple-jazz-4-pack-klass-1-ica-selection,Äpple Jazz 4-pack Klass 1 ICA Selection,ICA Selection,Äpple,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/6750c03d-46c8-4760-ac14-af21dada5742/500x500.jpg,"ica selection,äpple jazz 4-pack klass 1 ica selection"
apple-golden-delicious-4-pack-klass-1-ica,Äpple Golden Delicious 4-pack Klass 1 ICA,ICA,Äpple,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/5eb27d3d-8559-4ca3-a310-46b5cb0b3ddf/500x500.jpg,"ica,äpple golden delicious 4-pack klass 1 ica"
apple-royal-merpack-1-5kg-klass-1-ica,"Äpple Royal Merpack 1,5kg Klass 1 ICA",ICA,Äpple,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/38af3844-a2ca-4691-95b3-0781cb75671c/500x500.jpg,"ica,äpple royal merpack 1,5kg klass 1 ica"
apple-red-pop-jfr-600g-klass-1,Äpple Red Pop JFR 600g Klass 1,,Äpple,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/dd042bc5-4063-4a0b-8264-6c85f33f1ea2/500x500.jpg,äpple red pop jfr 600g klass 1
apple-elise-4-pack-klass-2-ica,Äpple Elise 4-pack Klass 2 ICA,ICA,Äpple,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/28d5a087-2fa5-4882-a60e-7e67383f28d6/500x500.jpg,"ica,äpple elise 4-pack klass 2 ica"
apple-rubinstar-4-pack-klass-2-ica,Äpple Rubinstar 4-pack Klass 2 ICA,ICA,Äpple,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/a28957d7-6437-4348-b482-68db7e775833/500x500.jpg,"ica,äpple rubinstar 4-pack klass 2 ica"
apple-gloster-4-pack-klass-1-ica,Äpple Gloster 4-pack Klass 1 ICA,ICA,Äpple,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/98407e64-7d30-47d5-b883-22816904e34a/500x500.jpg,"ica,äpple gloster 4-pack klass 1 ica"
apple-yello-4p-700-gram,Äpple Yello 4p 700 Gram,,Äpple,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/c348c9f8-b808-4ad5-8c3a-13723cab0f63/500x500.jpg,äpple yello 4p 700 gram
fruktpase-apple-royal-gala-ekologisk-5kg,Fruktpåse Äpple Royal Gala Ekologisk 5kg,,Äpple,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/accc1b99-15ce-4024-811f-a5f582a05a84/500x500.jpg,fruktpåse äpple royal gala ekologisk 5kg
fruktpase-apple-royal-gala-5kg,Fruktpåse Äpple Royal Gala 5kg,,Äpple,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/1602f11a-8a67-4ce3-9846-f3060fb1539a/500x500.jpg,fruktpåse äpple royal gala 5kg
apple-dolcevita-4p-600-gram,Äpple Dolcevita 4p 600 Gram,,Äpple,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/00b0bd7e-6111-42fb-97dc-cf2caf726fab/500x500.jpg,äpple dolcevita 4p 600 gram
ica-paron-migo-jfr-900g-klass-1,ICA Päron Migo JFR 900g Klass 1,ICA,Päron,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/e9c574c0-94de-4449-9aa0-e9464f51edfb/500x500.jpg,"ica,päron migo jfr 900g klass 1"
paron-i-korg-1kg-klass-2-ica,Päron i korg 1kg Klass 2 ICA,ICA,Päron,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/6ed2df30-1fc7-4ffe-b6b0-311b3337a41b/500x500.jpg,"ica,päron i korg 1kg klass 2 ica"
paron-conference-2-pack-klass-1-ica,Päron Conference 2-pack Klass 1 ICA,,Päron,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/20f47891-0ccc-4bdc-af91-df53beb14892/500x500.jpg,päron conference 2-pack klass 1 ica
ica-i-love-eco-paron-conference-eko-2-pack-klass-1-ica,ICA I love eco Päron Conference Eko 2-pack Klass 1 ICA,ICA I love eco,Päron,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/ae40acb5-b4df-43e3-84bc-43308b58ad83/500x500.jpg,"ica i love eco,päron conference eko 2-pack klass 1 ica"
paron-migo-2-pack-klass-1,Päron Migo 2-pack Klass 1,,Päron,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/01b72e2b-1fb9-4dd1-9183-954bca63e8f7/500x500.jpg,päron migo 2-pack klass 1
japanparon-1-pack-klass-1-ica,Japanpäron 1 pack Klass 1 ICA,,Päron,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/b6292eca-3e80-4641-b33a-e1b73a0c783e/500x500.jpg,japanpäron 1 pack klass 1 ica
fruktpase-paron-conference-5kg,Fruktpåse Päron Conference 5kg,,Päron,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/20f47891-0ccc-4bdc-af91-df53beb14892/500x500.jpg,fruktpåse päron conference 5kg
apelsiner-navel-1kg-klass-1-ica,Apelsiner Navel 1kg Klass 1 ICA,ICA,Apelsin,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/7d2affa6-043a-4099-ad3f-8e26034f1e4a/500x500.jpg,"ica,apelsiner navel 1kg klass 1 ica"
ica-selection-sel-apelsin-jumbo-4-pack-klass-1-ica,ICA Selection Sel Apelsin jumbo 4-pack Klass 1 ICA,ICA Selection,Apelsin,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/71c02632-9f54-4c04-ac90-9dae1ca8407d/500x500.jpg,"ica selection,sel apelsin jumbo 4-pack klass 1 ica"
fruktpase-apelsin-5kg,Fruktpåse Apelsin 5kg,,Apelsin,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/f8af84e6-882d-4a19-a29a-e0b669105dff/500x500.jpg,fruktpåse apelsin 5kg
smacitrus-clemenules-i-nat-1kg-klass-1-ica,Småcitrus Clemenules i nät 1kg Klass 1 ICA,ICA,Småcitrus,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/1d1a4f29-c998-44d5-a7a5-4fc6dd4bce01/500x500.jpg,"ica,småcitrus clemenules i nät 1kg klass 1 ica"
clementin-4-pack-klass-1-ica,Clementin 4-pack Klass 1 ICA,ICA,Småcitrus,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/9d392e74-7e81-4570-8568-fdbbd9c85ed0/500x500.jpg,"ica,clementin 4-pack klass 1 ica"
smacitrus-i-korg-1kg-klass-1-ica,Småcitrus i korg 1kg Klass 1 ICA,ICA,Småcitrus,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/e412356a-0b39-49ad-9c7a-dc459d037609/500x500.jpg,"ica,småcitrus i korg 1kg klass 1 ica"
citron-500g-klass-1-ica,Citron 500g Klass 1 ICA,ICA,Citron,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/06f99ba0-ce7c-4938-95b2-98f7c946b553/500x500.jpg,"ica,citron 500g klass 1 ica"
lime-1-pack-klass-1-ica,Lime 1-pack Klass 1 ICA,,Lime,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/91c13eaa-2e5f-48f7-adad-ece8b36ad18d/500x500.jpg,lime 1-pack klass 1 ica
lime-eko-1-pack-klass-1-ica-i-love-eco,Lime Eko 1-pack Klass 1 ICA I love eco,ICA I love eco,Lime,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/4941282b-328a-4ba9-8203-538888ce02bd/500x500.jpg,"ica i love eco,lime eko 1-pack klass 1 ica i love eco"
grapefrukt-rod-1-pack-klass-1-ica,Grapefrukt röd 1-pack Klass 1 ICA,ICA,Grapefrukt,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/2d28c427-7ccd-4744-9c4d-098ebabde859/500x500.jpg,"ica,grapefrukt röd 1-pack klass 1 ica"
plommon-roda-korg-500g-klass-1,Plommon röda korg 500g Klass 1,,Plommon,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/11b2cc4b-5310-4718-b811-7c98a9495485/500x500.jpg,plommon röda korg 500g klass 1
melon-honung-1-pack-klass-1-ica,Melon Honung 1-pack Klass 1 ICA,ICA,Sötmelon,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/4d71cd67-2e11-4f00-ba38-bb29be85a673/500x500.jpg,"ica,melon honung 1-pack klass 1 ica"
melon-cantaloupe-1-pack-klass-1-ica,Melon Cantaloupe 1-pack Klass 1 ICA,ICA,Sötmelon,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/5d39da99-67aa-4fdf-88d7-06213cd91958/500x500.jpg,"ica,melon cantaloupe 1-pack klass 1 ica"
melon-galia-1-pack-klass-1-ica,Melon Galia 1-pack Klass 1 ICA,ICA,Sötmelon,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/be7894a1-15be-456e-9870-82b4ec1f3d8c/500x500.jpg,"ica,melon galia 1-pack klass 1 ica"
melon-piel-de-sapo-1-pack-klass-1-ica,Melon Piel de Sapo 1-pack Klass 1 ICA,ICA,Sötmelon,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/c96d5afd-2dd6-4254-a49e-f94e2b7024ae/500x500.jpg,"ica,melon piel de sapo 1-pack klass 1 ica"
vattenmelon-mini-1-pack-klass-1-ica,Vattenmelon mini 1-pack Klass 1 ICA,ICA,Vattenmelon,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/d274600c-937c-49a4-8f56-28797c9522ad/500x500.jpg,"ica,vattenmelon mini 1-pack klass 1 ica"
druvor-crimson-roda-karnfria-500g-klass-1--ica,Druvor Crimson Röda kärnfria 500g Klass 1  ICA,ICA,Druvor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/b5c52ac2-9a67-44f1-8e8a-3bb1735ab8f7/500x500.jpg,"ica,druvor crimson röda kärnfria 500g klass 1  ica"
druvor-thompson-seedless-grona-karnfria-500g-klass-1-ica,Druvor Thompson Seedless Gröna kärnfria 500g Klass 1 ICA,ICA,Druvor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/266656f6-2b83-4f0c-a6ec-54b1408305a0/500x500.jpg,"ica,druvor thompson seedless gröna kärnfria 500g klass 1 ica"
druva-gron-ekologisk-400g-thompson-seedless-klass-1-ica-i-love-eco,Druva Grön Ekologisk 400g Thompson Seedless Klass 1 ICA I love eco,ICA I love eco,Druvor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/cac0bf72-d191-45a5-8736-016ace122a36/500x500.jpg,"ica i love eco,druva grön ekologisk 400g thompson seedless klass 1 ica i love eco"
roda-druvor-karnfria-250g-klass-1-ica,Röda Druvor kärnfria 250g Klass 1 ICA,ICA,Druvor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/6fe3d01b-6da4-4bf4-a614-1792443d7acd/500x500.jpg,"ica,röda druvor kärnfria 250g klass 1 ica"
druva-mix-karnfria-500g-klass-1-ica,Druva Mix kärnfria 500g Klass 1 ICA,ICA,Druvor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/2f1fb711-855d-4f61-bc10-a184b7f1c045/500x500.jpg,"ica,druva mix kärnfria 500g klass 1 ica"
druva-sable-svart-karnfria-400g-klass-1-ica,Druva Sable svart kärnfria 400g Klass 1 ICA,ICA,Druvor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/a81dc08f-0999-4be3-87ac-e3df721bde83/500x500.jpg,"ica,druva sable svart kärnfria 400g klass 1 ica"
grona-druvor-karnfria-250g-klass-1-ica,Gröna Druvor kärnfria 250g Klass 1 ICA,ICA,Druvor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/0b2f34ed-fdc0-4cff-af49-1c8fb4b399d4/500x500.jpg,"ica,gröna druvor kärnfria 250g klass 1 ica"
druvor-cotton-candy-500g-klass-1-ica,Druvor Cotton Candy 500g Klass 1 ICA,ICA,Druvor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/c5425f66-0e16-4175-8016-d1bb3de1c6e1/500x500.jpg,"ica,druvor cotton candy 500g klass 1 ica"
mango-ca-325g-klass-1-ica,Mango ca 325g Klass 1 ICA,ICA,Mango,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/2c84dcf5-1951-42d5-92d6-460d76a205d0/500x500.jpg,"ica,mango ca 325g klass 1 ica"
ananas-extra-sweet-1-pack-klass-1-ica,Ananas Extra Sweet 1-pack Klass 1 ICA,,Ananas,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/801b49f8-c06f-4a0d-8c7a-6963754e00e4/500x500.jpg,ananas extra sweet 1-pack klass 1 ica
dadlar-farska-400g-klass-1-ica,Dadlar Färska 400g Klass 1 ICA,ICA,Dadlar,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/d40012a3-17ef-4d21-b04a-85f151b9c5e6/500x500.jpg,"ica,dadlar färska 400g klass 1 ica"
dadlar-chokladboll-125g-dave---jon-s,Dadlar Chokladboll 125g Dave & Jon's,DAVE & JON'S,Dadlar,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/d1023892-3326-4015-8bfe-1563ec59b568/500x500.jpg,"dave & jon's,dadlar chokladboll 125g dave & jon's"
dadlar-saltlakrits-125g-dave---jon-s,Dadlar Saltlakrits 125g Dave & Jon's,DAVE & JON'S,Dadlar,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/116bebaa-725d-4cee-a9a7-f56a48d0a09b/500x500.jpg,"dave & jon's,dadlar saltlakrits 125g dave & jon's"
dadlar-sour-cola-125g-dave---jon-s,Dadlar Sour Cola 125g Dave & Jon's,DAVE & JON'S,Dadlar,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/af86d224-e3a0-4f65-a439-64948803c38a/500x500.jpg,"dave & jon's,dadlar sour cola 125g dave & jon's"
dadlar-salted-caramel-peanuts-125g-dave---jon-s,Dadlar Salted Caramel Peanuts 125g Dave & Jon's,DAVE & JON'S,Dadlar,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/443df901-bc32-4b10-b843-61b47606e8a7/500x500.jpg,"dave & jon's,dadlar salted caramel peanuts 125g dave & jon's"
dadlar-fizzy-bottle-125g-dave---jon-s,Dadlar Fizzy Bottle 125g Dave & Jon's,DAVE & JON'S,Dadlar,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/ff6080b6-397e-4e33-b34f-5ee3a6c7f8c0/500x500.jpg,"dave & jon's,dadlar fizzy bottle 125g dave & jon's"
dadlar-mork-choklad-130g-klass-1-ica,Dadlar Mörk Choklad 130g Klass 1 ICA,ICA,Dadlar,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/5d7ec482-7069-4e63-8767-2b8d1e18599c/500x500.jpg,"ica,dadlar mörk choklad 130g klass 1 ica"
dadlar-soft-ekologisk-200g-ica-i-love-eco,Dadlar Soft Ekologisk 200g ICA I love eco,ICA I love eco,Dadlar,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/79ea370a-ada4-40e8-bc6f-808e18752073/500x500.jpg,"ica i love eco,dadlar soft ekologisk 200g ica i love eco"
dadlar-mork-choklad-jordnotter-130g-klass-1-ica,Dadlar mörk choklad jordnötter 130g Klass 1 ICA,ICA,Dadlar,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/fba002ab-fe72-4433-b6a7-5bef3c397d8a/500x500.jpg,"ica,dadlar mörk choklad jordnötter 130g klass 1 ica"
dadlar-taateli-200g-sevan,Dadlar Taateli 200g Sevan,Sevan,Dadlar,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/492249ed-5955-4884-8fcb-7cf6e1f3d5ea/500x500.jpg,"sevan,dadlar taateli 200g sevan"
dadlar-soltorkade-200g-krav-salta-kvarn,Dadlar Soltorkade 200g KRAV Saltå Kvarn,Saltå Kvarn,Dadlar,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/e0832949-d880-4e1f-b741-48277ba40664/500x500.jpg,"saltå kvarn,dadlar soltorkade 200g krav saltå kvarn"
dadlar-mjolkchoklad-och-kokos-130g-klass-1-ica,Dadlar mjölkchoklad och kokos 130g Klass 1 ICA,ICA,Dadlar,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/e31d8430-904f-43c3-816f-14f9472267ce/500x500.jpg,"ica,dadlar mjölkchoklad och kokos 130g klass 1 ica"
dadlar-kanelbulle-125g-dave---jon-s,Dadlar Kanelbulle 125g Dave & Jon's,DAVE & JON'S,Dadlar,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/efd3b13f-bb64-4a01-9666-0a141f67c7e8/500x500.jpg,"dave & jon's,dadlar kanelbulle 125g dave & jon's"
dadlar-lakrits-130g-klass-1-ica,Dadlar Lakrits 130g Klass 1 ICA,ICA,Dadlar,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/9cda49ed-af55-48e6-9040-623b8ca7e44f/500x500.jpg,"ica,dadlar lakrits 130g klass 1 ica"
torkade-dadlar-100g-sunshine-delights,Torkade dadlar 100g Sunshine Delights,Sunshine Delights,Dadlar,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/47177049-a717-4565-924e-22fefcbce00d/500x500.jpg,"sunshine delights,torkade dadlar 100g sunshine delights"
dadlar-med-pepparkakssmak-karnfria-90g-ica,Dadlar med Pepparkakssmak kärnfria 90g ICA,ICA,Dadlar,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/da948583-0ff3-403d-b1d5-ec6157a3e9ff/500x500.jpg,"ica,dadlar med pepparkakssmak kärnfria 90g ica"
bernydadlar-800g-sevan,Bernydadlar 800g Sevan,Sevan,Dadlar,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/7ecbf691-4999-4880-b676-79f2f924f3fa/500x500.jpg,"sevan,bernydadlar 800g sevan"
dadlar-orange-and-cocoa-120g-sunfill,Dadlar Orange and Cocoa 120g Sunfill,Sunfill,Dadlar,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/f51148d2-4cad-4f75-bd74-afde4955d55f/500x500.jpg,"sunfill,dadlar orange and cocoa 120g sunfill"
dadlar-toffees-120g-sunfill,Dadlar Toffees 120g Sunfill,Sunfill,Dadlar,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/ff483f2e-60db-4921-ae97-1cd1143ecdbc/500x500.jpg,"sunfill,dadlar toffees 120g sunfill"
kiwi-i-korg-800g-klass-1-ica,Kiwi i korg 800g Klass 1 ICA,ICA,Kiwi,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/e2e95389-0bc2-4f70-936f-6876eb801c17/500x500.jpg,"ica,kiwi i korg 800g klass 1 ica"
kiwi-1-pack-klass-1-ica,Kiwi 1-pack Klass 1 ICA,ICA,Kiwi,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/8a916932-d06c-4a3b-bf39-d4e9bfcd9dde/500x500.jpg,"ica,kiwi 1-pack klass 1 ica"
kiwi-gul-1-pack-klass-1-ica,Kiwi gul 1-pack Klass 1 ICA,,Kiwi,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/e6f12c05-dd78-4c68-837b-73749f5e6623/500x500.jpg,kiwi gul 1-pack klass 1 ica
kiwi-i-korg-ekologisk-500g-klass-1-ica-i-love-eco,Kiwi i korg Ekologisk 500g Klass 1 ICA I love eco,ICA I love eco,Kiwi,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/dc85d080-9f34-4a8e-a6f9-a9e6d8498043/500x500.jpg,"ica i love eco,kiwi i korg ekologisk 500g klass 1 ica i love eco"
kiwi-gul-500g-klass-1-ica,Kiwi gul 500g Klass 1 ICA,,Kiwi,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/ba0cd97f-3bba-43a5-a047-6f0752b432e7/500x500.jpg,kiwi gul 500g klass 1 ica
